URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/address-type,4.0.1,active,"2.16.840.1.113883.4.642.3.69",AddressType,AddressType,"The type of an address (physical / postal).","StructureDefinition/PH-RoadSafetyLogicalModel,StructureDefinition/RS-Patient,StructureDefinition/RS-Location-Incident","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/address-use,4.0.1,active,"2.16.840.1.113883.4.642.3.67",AddressUse,AddressUse,"The use of an address.","StructureDefinition/PH-RoadSafetyLogicalModel,StructureDefinition/RS-Patient,StructureDefinition/RS-Location-Incident","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","StructureDefinition/PH-RoadSafetyLogicalModel,StructureDefinition/RS-Patient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/allergy-intolerance-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.133",AllergyIntoleranceCategory,AllergyIntoleranceCategory,"Category of an identified substance associated with allergies or intolerances.","StructureDefinition/RS-AllergyIntolerance","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/allergy-intolerance-criticality,4.0.1,draft,"2.16.840.1.113883.4.642.3.129",AllergyIntoleranceCriticality,AllergyIntoleranceCriticality,"Estimate of the potential clinical harm, or seriousness, of a reaction to an identified substance.","StructureDefinition/RS-AllergyIntolerance","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/allergy-intolerance-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.131",AllergyIntoleranceType,AllergyIntoleranceType,"Identification of the underlying physiological mechanism for a Reaction Risk.","StructureDefinition/RS-AllergyIntolerance","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/allergyintolerance-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.137",AllergyIntoleranceSubstance/Product,ConditionAndNegationCodes,AllergyIntolerance Substance/Product, Condition and Negation Codes,"This value set includes concept codes for specific substances/pharmaceutical products, allergy or intolerance conditions, and negation/exclusion codes to specify the absence of specific types of allergies or intolerances.","StructureDefinition/RS-AllergyIntolerance","SCT"
http://hl7.org/fhir/ValueSet/body-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/RS-Observation-blood-pressure,StructureDefinition/RS-Observation-ec-firecracker,StructureDefinition/RS-Observation-urgency,StructureDefinition/RS-Observation-ec-drowning-type,StructureDefinition/RS-Observation-ec-sharp-object,StructureDefinition/RS-Observation-other-risk-factors,StructureDefinition/RS-Observation-how-many-patients,StructureDefinition/RS-Observation-pulse-rate,StructureDefinition/RS-Observation-respiratory-rate,StructureDefinition/RS-Observation-avulsion,StructureDefinition/RS-Observation-burn-4th,StructureDefinition/RS-ServiceRequest,StructureDefinition/RS-Observation-time-enroute,StructureDefinition/RS-Observation-call-source,StructureDefinition/RS-Observation-mode-of-transport,StructureDefinition/RS-Observation-burn-3rd,StructureDefinition/RS-Observation-cyanosis,StructureDefinition/RS-Observation-time-departed,StructureDefinition/RS-Observation-traumatic-amputation,StructureDefinition/RS-Observation-other-injury,StructureDefinition/RS-Observation-injury-intent,StructureDefinition/RS-Observation-time-on-scene,StructureDefinition/RS-Observation-open-wound,StructureDefinition/RS-Observation-safety-accessories,StructureDefinition/RS-Observation,StructureDefinition/RS-Observation-ec-burns-agent,StructureDefinition/RS-Observation-ec-sexual-assault,StructureDefinition/RS-Observation-level-of-consciousness,StructureDefinition/RS-Observation-ec-gunshot-weapon,StructureDefinition/RS-Observation-date-received,StructureDefinition/RS-Observation-triage-priority,StructureDefinition/RS-Observation-how-many-vehicles,StructureDefinition/RS-Observation-activity-at-incident,StructureDefinition/RS-Observation-patients-vehicle,StructureDefinition/RS-Observation-position-of-patient,StructureDefinition/RS-Observation-ec-bites-stings-agent,StructureDefinition/RS-Observation-ec-fall-specifics,StructureDefinition/RS-Observation-ec-mauling-assault,StructureDefinition/RS-Observation-concussion,StructureDefinition/RS-Observation-ec-drowning,StructureDefinition/RS-Observation-burn-1st,StructureDefinition/RS-Observation-collision-vs-noncollision,StructureDefinition/RS-Observation-ec-bites-stings,StructureDefinition/RS-Observation-place-of-occurrence,StructureDefinition/RS-Observation-other-vehicle,StructureDefinition/RS-Observation-ec-burns,StructureDefinition/RS-Observation-burn-2nd,StructureDefinition/RS-Observation-ec-gunshot,StructureDefinition/RS-Observation-time-station-arrival,StructureDefinition/RS-Observation-time-hospital-arrival,StructureDefinition/RS-Observation-ec-chemical,StructureDefinition/RS-Observation-collision-type,StructureDefinition/RS-Observation-ec-chemical-agent,StructureDefinition/RS-Observation-traffic-investigator,StructureDefinition/RS-Procedure,StructureDefinition/RS-Observation-ec-drowning-other,StructureDefinition/RS-Observation-ec-other-specify,StructureDefinition/RS-Observation-ec-burns-other,StructureDefinition/RS-Observation-ec-fall,StructureDefinition/RS-Observation-abrasion,StructureDefinition/RS-Observation-ec-firecracker-type,StructureDefinition/RS-Observation-transport-vehicular-flag,StructureDefinition/RS-Observation-ec-hanging-strangulation,StructureDefinition/RS-Observation-body-temperature,StructureDefinition/RS-Observation-injury-datetime,StructureDefinition/RS-Observation-contusion,StructureDefinition/RS-Condition,StructureDefinition/RS-Observation-multiple-injuries,StructureDefinition/RS-Observation-ec-other,StructureDefinition/RS-Observation-fracture-closed,StructureDefinition/RS-Observation-ec-sharp-object-specify,StructureDefinition/RS-Observation-pupils,StructureDefinition/RS-Observation-fracture-open,StructureDefinition/RS-Observation-reported-complaint,StructureDefinition/RS-Observation-ec-forces-of-nature,StructureDefinition/RS-Observation-gcs","SCT"
http://hl7.org/fhir/ValueSet/c80-doc-typecodes,4.0.1,active,"2.16.840.1.113883.3.88.12.80.47",DocumentTypeValueSet,Document Type Value Set,"This is the code specifying the precise type of document (e.g. Pulmonary History and  Physical, Discharge Summary, Ultrasound Report, etc.). The Document Type value set includes all LOINC  values listed in HITSP C80 Table 2-144 Document Class Value Set Definition above used for Document Class,  and all LOINC values whose SCALE is DOC in the LOINC database.","StructureDefinition/RS-DocumentReference","LOINC"
http://hl7.org/fhir/ValueSet/c80-facilitycodes,4.0.1,active,"2.16.840.1.113883.3.88.12.80.67",FacilityTypeCodeValueSet,Facility Type Code Value Set,"This is the code representing the type of organizational setting where the clinical encounter, service, interaction, or treatment occurred. The value set used for Healthcare Facility Type has been defined by HITSP to be the value set reproduced from HITSP C80 Table 2-147.","StructureDefinition/RS-DocumentReference","SCT"
